scenario_id,iteration,network,source,destination,target_date,target_column,distance_km,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,channel_slots,channel_pattern,channels,launch_power_dbm,preferred_engine,selected_engine,decision_reason,backend,status,gsnr_db,osnr_db,ase_dbm,gsnr_signal_bw_db,gsnr_0p1nm_db,osnr_signal_bw_db,osnr_0p1nm_db,ase_signal_bw_dbm,ase_0p1nm_dbm,rx_total_wdm_power_dbm,rx_signal_power_dbm,effective_snr_db,ber,r2,mae,mse,evm,gmi,ngmi,error_message,path_nodes,span_count,gnpy_request_json,gnpy_result_json,gnpy_spectrum_json,opticommpy_request_json,opticommpy_result_json,lstm_request_json,lstm_result_json,lstm_forecast_csv,lstm_model_path,eye_diagram_png,constellation_png,psd_png,notes,metrics_json 
iter-2-scenario-64,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,101,2,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.125,31.11,-38.66,9.125,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-64_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-64_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-64_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 9.16, 'gsnr_signal_bw_db': 9.13}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 9.15, 'gsnr_signal_bw_db': 9.12}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 9.125, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-65,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,101,2,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.105,31.32,-38.87,9.105,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-65_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-65_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-65_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 9.14, 'gsnr_signal_bw_db': 9.11}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 9.13, 'gsnr_signal_bw_db': 9.1}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 9.105, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-66,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,101,2,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.085,31.51,-39.06,9.085,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-66_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-66_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-66_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 9.11, 'gsnr_signal_bw_db': 9.09}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 9.11, 'gsnr_signal_bw_db': 9.08}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 9.085, 'ase_signal_bw_dbm': -39.06}"
iter-1-scenario-23,1,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,110,2,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.21,31.11,-38.66,8.21,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-23_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-23_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-23_spectrum.json,,,,,,,,,,Path from bristol to froxfield,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 8.23, 'gsnr_signal_bw_db': 8.21}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 8.23, 'gsnr_signal_bw_db': 8.21}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 8.21, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-67,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,110,2,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.21,31.11,-38.66,8.21,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-67_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-67_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-67_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 8.23, 'gsnr_signal_bw_db': 8.21}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 8.23, 'gsnr_signal_bw_db': 8.21}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 8.21, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-68,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,110,2,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.19,31.32,-38.87,8.19,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-68_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-68_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-68_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 8.22, 'gsnr_signal_bw_db': 8.19}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 8.21, 'gsnr_signal_bw_db': 8.19}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 8.19, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-69,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,110,2,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,8.17,31.51,-39.06,8.17,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-69_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-69_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-69_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 2, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 8.19, 'gsnr_signal_bw_db': 8.17}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 8.19, 'gsnr_signal_bw_db': 8.17}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 8.17, 'ase_signal_bw_dbm': -39.06}"
iter-1-scenario-24,1,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,111,3,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.273,31.11,-38.66,7.273,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-24_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-24_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-24_spectrum.json,,,,,,,,,,Path from bristol to froxfield,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.51, 'gsnr_signal_bw_db': 7.49}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.86, 'gsnr_signal_bw_db': 6.84}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.51, 'gsnr_signal_bw_db': 7.49}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 7.273, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-70,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,111,3,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.273,31.11,-38.66,7.273,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-70_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-70_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-70_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.51, 'gsnr_signal_bw_db': 7.49}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.86, 'gsnr_signal_bw_db': 6.84}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.51, 'gsnr_signal_bw_db': 7.49}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 7.273, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-71,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,111,3,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.257,31.32,-38.87,7.257,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-71_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-71_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-71_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.49, 'gsnr_signal_bw_db': 7.48}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.84, 'gsnr_signal_bw_db': 6.82}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.49, 'gsnr_signal_bw_db': 7.47}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 7.257, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-72,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,3,111,3,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,7.233,31.51,-39.06,7.233,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-72_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-72_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-72_spectrum.json,,,,,,,,,,Blueprint for Bristol to froxfield.,"{'channels_simulated': 3, 'channel_slots': 3, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '111', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 7.47, 'gsnr_signal_bw_db': 7.45}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.81, 'gsnr_signal_bw_db': 6.8}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 7.46, 'gsnr_signal_bw_db': 7.45}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 7.233, 'ase_signal_bw_dbm': -39.06}"
iter-1-scenario-49,1,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,000,0,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,,,,,,,,,,,,,Path from bristol to powergate,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-145,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,000,0,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,,,,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-146,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,000,0,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,,,,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-2-scenario-147,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,000,0,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,derived,no_signal,,,,,,,,,,,,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,,,,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 0, 'channel_slots': 3, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '000', 'note': 'All channel slots are switched off in this pattern.'}"
iter-1-scenario-50,1,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,001,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.95,28.21,-39.02,9.95,,28.21,,-39.02,,,-10.81,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-50_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-50_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-50_spectrum.json,,,,,,,,,,Path from bristol to powergate,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 4, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'snr_nli_signal_bw_db': 10.02, 'gsnr_signal_bw_db': 9.95}], 'rx_signal_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'gsnr_signal_bw_db': 9.95, 'ase_signal_bw_dbm': -39.02}"
iter-2-scenario-148,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,001,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.95,28.21,-39.02,9.95,,28.21,,-39.02,,,-10.81,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-148_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-148_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-148_spectrum.json,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 4, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'snr_nli_signal_bw_db': 10.02, 'gsnr_signal_bw_db': 9.95}], 'rx_signal_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'gsnr_signal_bw_db': 9.95, 'ase_signal_bw_dbm': -39.02}"
iter-2-scenario-149,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,001,1,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,10.0,27.94,-39.75,10.0,,27.94,,-39.75,,,-11.81,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-149_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-149_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-149_spectrum.json,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 4, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -11.81, 'osnr_signal_bw_db': 27.94, 'snr_nli_signal_bw_db': 10.07, 'gsnr_signal_bw_db': 10.0}], 'rx_signal_power_dbm': -11.81, 'osnr_signal_bw_db': 27.94, 'gsnr_signal_bw_db': 10.0, 'ase_signal_bw_dbm': -39.75}"
iter-2-scenario-150,2,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,001,1,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,10.02,27.61,-40.42,10.02,,27.61,,-40.42,,,-12.81,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-150_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-150_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-150_spectrum.json,,,,,,,,,,Blueprint for Bristol to powergate.,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 4, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '001', 'channel_details': [{'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -12.81, 'osnr_signal_bw_db': 27.61, 'snr_nli_signal_bw_db': 10.09, 'gsnr_signal_bw_db': 10.02}], 'rx_signal_power_dbm': -12.81, 'osnr_signal_bw_db': 27.61, 'gsnr_signal_bw_db': 10.02, 'ase_signal_bw_dbm': -40.42}"
iter-1-scenario-51,1,NDFF,bristol,powergate,,,246.5,voyager,QPSK,32.0,100.0,3,010,1,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,9.96,28.21,-39.02,9.96,,28.21,,-39.02,,,-10.81,,,,,,,,,,bristol -> bradley stoke -> froxfield -> reading -> powergate,4,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-51_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-51_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-1-scenario-51_spectrum.json,,,,,,,,,,Path from bristol to powergate,"{'channels_simulated': 1, 'channel_slots': 3, 'spans_simulated': 4, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '010', 'channel_details': [{'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'snr_nli_signal_bw_db': 10.02, 'gsnr_signal_bw_db': 9.96}], 'rx_signal_power_dbm': -10.81, 'osnr_signal_bw_db': 28.21, 'gsnr_signal_bw_db': 9.96, 'ase_signal_bw_dbm': -39.02}"
